Label,preprocessed_data
0,ok price older hotel somewhat run check quick room king bed small ac noisi good breakfast dine area grungi lookinghotel plu conveni space needletheir transport safeco field small shuttl bu told handl passeng realiz hold crowd wait hotel cab saw shuttl minut wait slow trip game rush hour nt shuttl make trip forth
2,louis new zealand stay juli juli th mum hospitalis seattl visit new zealand short notic need comfort accommod hotel fantast room love clean spaciou nice big bathroom comfort bed help desk love shuttl driver restaur meal fantast price waitress kri cassi best waitress pleasur meet absolut faultless highli recommend certainli stay world
0,stay hotel dirti need repair curtain dirti wall bathroom issu sink drain toilet flush properli turn light morn larg insect wall appear cockroach disturb say staff freindli accommod discount room rate said stay
1,good bargain beach place price pay hotel beach near san juan paid night star atmospher relax quit hotel stretch beach desert weekend sea safe kid swim ca nt beat breakfast lunch diner good food watch ocean yard take mintu catch bu cent short ride old san juan locat walk distanc major hotel casino restaur nearbi long nt plan spend entir time room stay day forgot make room day housekeep nonexist rememb carribean peopl differ pace
2,love vacat travel week nd th met friend florida georgia south carolina upstat new york wond time agre best vacat took problem make reserv restaur beach water beauti pool huge fun pool bar staff nt nicer ground magnific read neg review littl worri stay agre heartbeat great time
2,doubletre ok problem great view airport room bewar glass elev high storey room quit way breakfast good even angu burger restaur recommend overal staff help airport shuttl avail
2,great custom servic daughter year old daughter stay seattl pacif hotel week daughter husband separ emot time staff hotel possibl make daughter comfort actual care emot work hospit entir life rare staff attent young woman toddler seattl area need welcom environ stay seattl pacif hotel
1,central hotel agora incred central overlook singel canal definit biggest sell point room bit tiredlook bathroom clearli fairli recent replac canalsid hous hotel quit narrow result staircas rel steep twisti ideal mobil issu breakfast includ price room make nice chang buffet limit good usual croissant ham chees john particular fan chocol croissant weekend trip amsterdam hotel agora nt bad choic staff welcom room adequ locat ideal
2,decent expens pro enjoy stay room bath clean bed crisp sheet room appoint amen like dvd audio player nice touch includ furnitur minibar stock item includ toiletri con servic good better price great includ item like free internet connect simpl item like complimentari bottl watercom agre review light hall public place brighter atleast twice sacrif ambienc endeavour creat
2,unparalel valu decid sightseeingshop trip left minut chose deca preponder good review drove vancouv bc show hour earli dealt internet access issu spot offer hotel shuttl downtown start day peopl fantast bellmenexpedit joe javier unfailingli graciou desk staff room clean spaciou kid appoint bed pillow equal accomod sophist joint stock breakfast buffet cold littl bar downstair great atmospher staff attitud hotel deca attitud ensur stay seattl
2,great introduct san francisco trip beauti san francisco happi select diva hotel recommend travel section local newspap staff accommod fact problem nd day shower report promptli move room floor bit larger origin spaciou accommod beauti young ladi glass locat superb close union squar shoppingshop cours sightse venuesi definit return
1,great famili spent night juli hilton review feedback site regard hilton arc triomph famili concern find decent size room bed initi night kept reserv room queen size bed flight itali came late afternoon accomod request connect room upgrad like hhonor member write site hotel gave room rd floor face street young children abl squeez room separ room overkil expens hilton websit allow room spend sleep towni pick hilton close air franc shuttl dropoff arc triomph hotel far comfort walk hotel luggag taxi ride albeit long block cost euro ad cost bag store trunk courtesi van make stop arc hotel start hour accomod passang ride hilton eiffel tower go hilton minut totalbreakfast includ packag constitut variou ethnic day egg unusu runni stay hilton charl gaull arriv europ half price hilton servic food enjoy better given minut free shuttl right airport walk distanc train citi access air franc shuttl right town great famili arriv children bed immedi arriv acclim ad extra traveleveryon right hilton arc triomph conveni nice eateri store long block metro rue berri champ elyse
